PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
Ricky Barnes (2019),,,,,,,,9,,,"22,370",,,,,,,,,,,,,,,,USA,"University of Arizona  (2003, Communications)"
Rob Oppenheim (2016),167.16,281.2,"32' 4""",226.8,29.14,3.06,"35' 5""",300,"75' 0""",74.54,"462,427",2.76,3.05,113.09,4.08,4.74,55.28,71.435,193,5,2763.7,1,45.61,59.56,-0.298,1.478,USA,"Rollins College  (2002, Economics)"
Rob Oppenheim (2017),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"Rollins College  (2002, Economics)"
Rob Oppenheim (2018),166.5,285.2,"32' 4""",204,28.91,3.47,"35' 11""",148,"77' 10""",77.01,"279,019",2.71,3.01,112.17,4.08,4.65,56.26,71.532,236,6,2809.1,,60,59.55,-0.542,1.484,USA,"Rollins College  (2002, Economics)"
Robby Shelton (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,University of Alabama
Robert Garrigus (2015),176.18,301.7,"30' 6""",148.5,29.41,3.47,"36' 0""",226,"64' 8""",73.41,"253,699",3.23,3.09,117.85,4.12,4.65,56.72,71.774,229,8,2449.3,,42.7,53.04,-0.887,1.495,USA,Scottsdale Community College  (1995)
Robert Garrigus (2016),175.92,303.3,"27' 5""",167.1,29.57,4,"33' 0""",558,"74' 2""",81.02,"1,024,900",2.71,2.99,116.9,4.04,4.66,53.91,70.848,260,7,2176.1,3,39.53,53.48,0.637,1.505,USA,Scottsdale Community College  (1995)
Robert Garrigus (2017),176.04,300.7,"29' 9""",185.1,29.46,3.96,"34' 5""",448,"71' 9""",79.06,"880,905",2.61,3.03,117.24,4,4.68,59.52,70.712,285,7,2353.1,3,48.51,54.94,0.253,1.501,USA,Scottsdale Community College  (1995)
Robert Garrigus (2018),176.19,307.9,"30' 11""",273.6,29.2,3.76,"35' 11""",353,"67' 1""",75.88,"702,030",2.96,3.06,117.13,4.03,4.73,56.37,71.457,286,5,2292.3,1,43.2,56.84,-0.213,1.504,USA,Scottsdale Community College  (1995)
Robert Garrigus (2019),,,,,,,,34,,,"84,191",,,,,,,,,,,,,,,,USA,Scottsdale Community College  (1995)
Robert Streb (2015),173.48,297.1,"32' 8""",220,29.1,3.95,"36' 5""",1720,"75' 6""",81.15,"3,947,424",2.4,2.97,116.82,4,4.65,59.47,70.13,434,9,2627.7,9,52.53,59.57,1.093,1.485,USA,"Kansas State University  (2009, Marketing)"
Robert Streb (2016),171.66,294.7,"31' 4""",168,29.9,3.27,"35' 5""",590,"68' 4""",77.96,"1,003,363",3,3.03,116.17,4.08,4.69,57.48,71.223,275,9,2777.5,1,45.93,55.77,0.21,1.477,USA,"Kansas State University  (2009, Marketing)"
Robert Streb (2017),172.8,294.3,"34' 0""",423,29.13,3.45,"38' 2""",577,"71' 0""",77.25,"1,588,287",2.69,3.05,116.04,4.03,4.74,57.58,70.7,324,4,2603.1,3,45.66,58.91,0.078,1.489,USA,"Kansas State University  (2009, Marketing)"
Robert Streb (2018),171.43,292.6,"32' 10""",444,29.51,3.31,"37' 4""",155,"70' 7""",80.14,"411,606",2.97,3.07,115.13,4.1,4.73,54.11,71.905,245,3,2864.9,1,45,52.89,-0.581,1.489,USA,"Kansas State University  (2009, Marketing)"
Robert Streb (2019),171.47,288.7,"33' 10""",216,29.21,3.43,"36' 9""",372,"66' 8""",76.67,"796,525",2.44,3.06,114.05,4.04,4.65,60.93,71.629,247,6,2933.4,2,46.67,60.36,-0.424,1.503,USA,"Kansas State University  (2009, Marketing)"
Roberto Castro (2015),163.55,279.8,"30' 2""",180,29.8,3.18,"33' 1""",167,"65' 4""",77.02,"179,723",2.92,3.08,109.8,4.08,4.65,65.76,71.334,159,5,2822.5,,54.88,54.43,-0.12,1.489,USA,"Georgia Tech  (2007, Industrial Engineering)"
Roberto Castro (2016),165.06,284.2,"32' 11""",194,29.25,3.68,"34' 6""",810,"69' 4""",79.04,"2,520,574",2.45,3.08,111.17,3.99,4.6,69.37,70.588,357,9,2867,4,50.67,60.11,0.587,1.484,USA,"Georgia Tech  (2007, Industrial Engineering)"
Roberto Castro (2017),165.63,280.5,"33' 10""",306,29.53,2.96,"35' 2""",164,"67' 10""",71.16,"367,362",2.84,3.12,112.8,4.1,4.73,66.35,71.808,201,4,3198,,48.94,59.68,-0.561,1.469,USA,"Georgia Tech  (2007, Industrial Engineering)"
Roberto Castro (2019),165.7,283.8,"32' 1""",324,29.28,3.71,"34' 8""",312,"75' 2""",78.29,"674,250",2.28,3.01,110.91,4.01,4.67,67.5,71.127,267,4,3067.2,2,46.94,62.35,0.009,1.494,USA,"Georgia Tech  (2007, Industrial Engineering)"
Rocco Mediate (2016),,,,,,,,26,,,"32,000",,,,,,,,,,,,,,,,USA,Florida Southern College
Roger Sloan (2015),170.74,293.6,"32' 6""",936,29.33,3.5,"35' 11""",103,"69' 6""",76.33,"133,048",3.02,3.07,114.69,4.11,4.75,59.45,72.533,182,1,2556.6,,46.03,53.62,-1.605,1.488,CAN,"University of Texas-El Paso  (2009, Finance)"
Roger Sloan (2019),170.95,295.8,"32' 0""",189,28.55,3.9,"35' 3""",489,"76' 8""",77.07,"1,015,661",2.64,3.06,114.39,4.02,4.62,61.83,71.034,328,8,2884,3,56.52,58.9,0.02,1.494,CAN,"University of Texas-El Paso  (2009, Finance)"
Rory Sabbatini (2015),165.79,290,"31' 3""",208.3,28.94,3.84,"35' 0""",678,"75' 4""",79.09,"1,525,784",2.37,3.05,111.62,3.99,4.63,60.3,70.435,311,7,2421.8,4,55.45,63.11,0.461,1.485,SVK,University of Arizona
Rory Sabbatini (2016),163.39,287.6,"36' 1""",486,29.76,3.37,"38' 8""",143,"72' 8""",73.23,"150,236",2.94,3.12,110.99,4.09,4.77,62.18,72.451,182,2,2346.9,,48.6,56.48,-1.403,1.472,SVK,University of Arizona
Rory Sabbatini (2017),165.71,291.6,"31' 4""",146.3,29.34,3.83,"34' 6""",375,"73' 8""",75.76,"741,617",2.63,3.05,111.07,4.03,4.58,64.91,70.883,249,8,2597.1,1,52.04,58.38,0.125,1.492,SVK,University of Arizona
Rory Sabbatini (2018),166.25,292.3,"33' 3""",133.5,29.07,3.73,"36' 0""",521,"76' 1""",78.57,"1,126,057",2.47,3.09,112.09,4.01,4.57,62.05,70.693,332,12,2551.6,1,60.67,61.36,0.358,1.483,SVK,University of Arizona
Rory Sabbatini (2019),165.44,289.4,"33' 9""",167.4,28.47,4.03,"36' 10""",895,"77' 4""",74.65,"2,382,298",2.25,2.98,111.58,4.01,4.55,66.92,70.409,375,10,2476.3,6,55.56,63.9,0.82,1.482,SVK,University of Arizona
Russell Henley (2015),172.7,297.1,"34' 5""",302.4,29.01,3.9,"37' 2""",986,"80' 10""",80.21,"2,110,774",2.39,3.04,116.51,4.02,4.65,64.39,70.581,328,5,2588,4,45.19,57.43,0.462,1.482,USA,"University of Georgia  (2011, Consumer Economics)"
Russell Henley (2016),170.14,295.6,"31' 9""",195.4,29.3,3.53,"33' 10""",642,"76' 8""",80.15,"1,228,347",2.26,3.03,114,4.01,4.69,63.15,70.558,268,7,2566.7,4,56.8,61.06,0.56,1.492,USA,"University of Georgia  (2011, Consumer Economics)"
Russell Henley (2017),169.25,298,"32' 7""",291,29.07,3.85,"36' 6""",1129,"80' 0""",76.1,"3,413,876",2.52,3.03,113.37,4.01,4.63,63.66,70.027,373,6,2579.8,5,46.05,57.12,0.939,1.493,USA,"University of Georgia  (2011, Consumer Economics)"
Russell Henley (2018),167.69,293,"32' 10""",266.4,29.8,3.69,"34' 11""",569,"77' 3""",78.46,"1,516,438",2.59,3.03,112.29,4.04,4.67,70.03,70.489,273,5,2744.4,3,42.54,54.33,0.541,1.493,USA,"University of Georgia  (2011, Consumer Economics)"
Russell Henley (2019),165.15,287.7,"30' 11""",210,29.17,3.64,"34' 6""",534,"69' 8""",76.63,"1,133,773",2.4,3.06,110.07,4,4.65,69.33,70.874,255,6,2450.2,1,43.27,62.69,0.167,1.5,USA,"University of Georgia  (2011, Consumer Economics)"
Russell Knox (2015),163.12,284.4,"29' 9""",576,29.56,3.72,"31' 6""",914,"70' 10""",81.1,"1,916,666",2.3,3.02,110.22,3.98,4.72,67.76,70.421,357,3,2366.3,3,43.12,59.92,0.806,1.48,SCO,"Jacksonville University  (2007, Business Management)"
Russell Knox (2016),164.54,285.8,"30' 10""",320.4,29.52,3.63,"33' 4""",2001,"71' 1""",79.13,"4,885,906",2.28,3.02,111.37,4.02,4.69,68.51,70.319,323,5,2574.5,4,50,61.86,0.506,1.477,SCO,"Jacksonville University  (2007, Business Management)"
Russell Knox (2017),164.28,288.6,"31' 4""",420,29.41,3.71,"34' 8""",669,"70' 7""",78.01,"1,643,924",2.93,3.05,111.53,4.04,4.67,67.62,70.765,260,3,2655.8,4,37.93,57.48,-0.183,1.473,SCO,"Jacksonville University  (2007, Business Management)"
Russell Knox (2018),165.97,291.7,"31' 10""",202.5,29.7,3.49,"34' 6""",585,"72' 8""",79.2,"1,424,030",2.47,3.06,111.36,4.02,4.66,67.7,70.568,314,8,2864.2,3,52.21,59.43,0.383,1.49,SCO,"Jacksonville University  (2007, Business Management)"
Russell Knox (2019),167.17,289.2,"31' 5""",216,29.32,3.61,"33' 5""",452,"70' 8""",77.61,"1,132,825",2.19,3.03,112.6,4.02,4.64,65.9,70.521,260,6,2955.9,2,59.57,62.09,0.55,1.484,SCO,"Jacksonville University  (2007, Business Management)"
Ryan Armour (2015),,,,,,,,123,,,"144,229",,,,,,,,,,,,,,,,USA,"Ohio State University  (1999, Communications)"
Ryan Armour (2017),162.28,278.8,"30' 11""",177,29.88,3.34,"32' 8""",222,"72' 1""",76,"443,006",2.47,3,109.89,4.04,4.66,72.73,70.965,197,6,2928.6,1,37.33,58.31,0.107,1.476,USA,"Ohio State University  (1999, Communications)"
Ryan Armour (2018),161.19,283.5,"32' 4""",321,29.31,3.66,"33' 10""",1006,"72' 11""",76.16,"2,485,203",2.58,3.06,109.29,4.01,4.61,73.58,70.758,392,6,2728.7,3,52.54,60.13,0.337,1.475,USA,"Ohio State University  (1999, Communications)"
Ryan Armour (2019),161.17,277.9,"30' 10""",552,28.91,3.76,"33' 3""",434,"74' 5""",77.09,"955,468",2.43,2.99,107.24,4,4.68,73.81,70.888,346,3,2539.3,1,53.62,63.87,0.19,1.503,USA,"Ohio State University  (1999, Communications)"
Ryan Blaum (2017),162.33,284.1,"33' 7""",864,28.82,3.65,"36' 11""",434,"74' 11""",75.49,"962,768",2.63,3.03,109.09,4.03,4.69,60.94,70.866,350,2,2663.8,2,50.74,60,0.047,1.488,USA,"Duke University  (2006, History, Sociology, Markets and Mana"
Ryan Blaum (2018),161.74,289,"34' 4""",156,29.13,3.78,"36' 11""",433,"76' 9""",76.25,"980,877",2.92,3.06,108.05,4.04,4.64,64.31,70.993,295,9,2819,2,41.54,55.46,-0.033,1.496,USA,"Duke University  (2006, History, Sociology, Markets and Mana"
Ryan Blaum (2019),164.54,289.2,"35' 5""",295.2,28.66,3.77,"38' 7""",323,"74' 2""",75.8,"755,802",2.61,3.02,109.26,4.04,4.63,62.5,71.302,309,5,2424.6,1,49.62,60.54,-0.145,1.506,USA,"Duke University  (2006, History, Sociology, Markets and Mana"
Ryan Brehm (2017),184.85,311.5,"33' 10""",154,29.64,3.53,"37' 7""",188,"71' 10""",78.53,"396,258",2.71,3.07,128.18,4.06,4.63,51.9,71.178,272,9,2609.9,,47.92,57.08,-0.172,1.443,USA,"Michigan State University  (2008, Economics)"
Ryan Moore (2015),161.62,282.6,"32' 6""",200.6,28.51,3.83,"34' 8""",1208,"72' 1""",75.62,"2,642,306",2.55,3.03,108.89,4.03,4.64,70.05,70.829,299,7,2323.1,4,55.86,60.25,0.578,1.484,USA,"University of Nevada-Las Vegas  (2005, Communications and Pu"
Ryan Moore (2016),161.11,283.2,"30' 2""",364.5,28.58,3.75,"33' 8""",1235,"75' 9""",76.03,"3,701,034",2.51,2.99,107.18,4.01,4.71,66.52,70.317,304,4,2292.8,9,50.83,60.12,0.895,1.503,USA,"University of Nevada-Las Vegas  (2005, Communications and Pu"
Ryan Moore (2017),162.32,288,"32' 7""",203.1,29.04,3.54,"34' 11""",671,"69' 11""",73.1,"1,751,851",2.82,3.09,108.33,4.05,4.61,67.9,70.741,280,7,2366.1,2,47.3,56.74,0.301,1.498,USA,"University of Nevada-Las Vegas  (2005, Communications and Pu"
Ryan Moore (2018),162.68,289.2,"32' 2""",200.6,29.17,3.5,"34' 9""",795,"67' 9""",76.49,"1,986,608",2.26,3.06,109.43,3.98,4.62,71.94,70.015,273,7,2472.9,5,47.14,64.16,0.941,1.486,USA,"University of Nevada-Las Vegas  (2005, Communications and Pu"
Ryan Moore (2019),161.54,282.2,"32' 9""",133.2,28.82,3.91,"34' 11""",690,"72' 2""",75.16,"1,838,788",2.49,3.03,109.08,4.01,4.59,75.53,70.974,289,10,2581.6,2,45.53,59.2,0.826,1.481,USA,"University of Nevada-Las Vegas  (2005, Communications and Pu"
Ryan Palmer (2015),172.79,305.2,"30' 7""",154,29,3.73,"34' 10""",817,"72' 3""",78.11,"1,974,523",2.56,3.04,115.11,4.01,4.67,56.57,70.102,287,9,2509.2,5,49.15,60.57,0.96,1.501,USA,"Texas A&M University  (2000, Recreation)"
Ryan Palmer (2016),173.89,304.7,"31' 5""",129,28.92,4,"34' 7""",731,"72' 7""",81.56,"1,794,141",2.67,3.06,114.93,4.04,4.54,57.88,70.229,344,12,2254.3,3,45.98,57.63,0.774,1.513,USA,"Texas A&M University  (2000, Recreation)"
Ryan Palmer (2017),174.12,303.2,"30' 6""",318,30.21,3.19,"35' 0""",336,"62' 1""",76.87,"772,560",2.79,3.08,116.59,4.08,4.69,57.76,71.116,169,3,2439.2,3,43.59,56.88,-0.129,1.493,USA,"Texas A&M University  (2000, Recreation)"
Ryan Palmer (2018),173.8,305.2,"31' 2""",141.8,28.92,3.94,"35' 5""",500,"68' 5""",77.26,"1,484,445",2.78,3.13,116.66,4.03,4.57,59.11,71.031,248,8,2360.6,3,46.15,55.38,-0.231,1.49,USA,"Texas A&M University  (2000, Recreation)"
Ryan Palmer (2019),173.36,298.6,"31' 5""",297,28.89,4.21,"35' 9""",1088,"69' 0""",76.96,"2,873,316",2.39,3.06,116.15,3.98,4.61,60.67,70.679,278,4,2464.5,6,42.73,59.31,0.475,1.492,USA,"Texas A&M University  (2000, Recreation)"
Michael Johnson (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Michael Thompson (2015,,,,,,,,378,,,,,,,,4.66,,,,,,,,,,,,
Michael Thompson (2015),167.9,289.3,"33' 5""",182.3,29.35,3.6,"36' 8""",,"75' 4""",74.73,"599,835",2.96,3.05,112.56,4.07,,58.24,71.23,292,8,2696,1,48.92,55.36,-0.195,1.492,,
Michael Thompson (2016,,,,,,,,,,,,,,,4.06,,60.57,,,,,,,57.49,,,,
Michael Thompson (2016),167.15,291.4,"30' 3""",174.9,29.29,3.85,"33' 6""",340,"72' 9""",77.43,"521,983",2.65,3.04,112.18,,4.62,,71.204,262,7,2607,1,52.44,,-0.072,1.49,,
Michael Thompson (2017,,,,,,,"36' 10""",,,,,,,,,,,,,,,,,,,1.483,,
Michael Thompson (2017),166.11,284.8,"33' 11""",168,28.88,3.11,,278,"81' 1""",70.54,"568,991",2.88,3.01,111.99,4.06,4.77,61.72,71.207,174,6,2652.8,1,58.16,58.74,-0.173,,,
Michael Thompson (2018,167.02,,"32' 11""",,,,"36' 3""",,,,,,,,,,,,,,,,,,,1.495,,
Michael Thompson (2018),,296.4,,1044,29.62,3.72,,280,"80' 10""",82.48,"563,972",2.43,3.06,111.7,4.03,4.63,64.66,70.924,216,1,2718.6,,48.61,55.77,0.052,,,
Michael Thompson (2019),166.27,288.4,"33' 5""",182.6,28.58,3.82,"36' 4""",527,"76' 9""",73.14,"1,307,816",2.42,3.01,110.64,4.01,4.64,69.12,70.662,271,7,2620.1,4,54.93,62.79,0.426,1.502,,
Miguel Angel Carballo,,,,,,,"36' 7""",,,,,,,,,,,,,,,,,,,1.485,,
Miguel Angel Carballo (,,,,,,3.26,,159,,,"240,509",,,,,4.72,,,,9,2542.4,1,,,,,,
Miguel Angel Carballo (2,,288.1,,,,,,,,,"186,623",,3.06,,,,,,186,,,,,,,,,
Miguel Angel Carballo (20,165.63,,"34' 2""",114,29.6,,,,"71' 2""",75.54,,2.98,,111.49,4.1,,63.61,72.363,,,,,45.45,54.72,-1.358,,,
Neal Lancaster (2018),,,,,,,,2,,,"6,930",,,,,,,,,,,,,,,,,
Nicholas Lindheim (201,168.57,,"32' 4""",,,,"36' 4""",,,,,,,,,,,,,,,,,,,1.484,,
Nicholas Lindheim (2017,,,,,,3.54,,93,,,,,,,,4.76,,,,4,2087.9,,,,,,,
Nicholas Lindheim (2017),166.43,287.1,"31' 6""",252,29.25,,,,"83' 2""",77.5,"175,107",2.86,2.96,111.22,4.11,,56.19,72.205,198,,,,53.93,56.65,-1.285,,,
Nicholas Lindheim (2018,,,,,,,,,,,,2.83,,,4.03,,,,,,,,43.96,53.9,,,,
Nicholas Lindheim (2018),,293.5,,1242,29.25,3.68,,272,"80' 9""",79.9,"593,842",,3.03,113.56,,4.73,60.44,71.344,254,1,2266.6,1,,,-0.323,,,
Nicholas Lindheim (2019),,,,,,,,97,,,"227,124",,,,,,,,,,,,,,,,,
Paul Dunne (2018),,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Peter Lonard (2017),,,,,,,,4,,,"7,524",,,,,,,,,,,,,,,,,
Prom Meesawat (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Retief Goosen (2015),168.71,292.6,"34' 0""",346.5,29.04,3.39,"37' 4""",519,"69' 0""",73.16,"921,830",2.86,3.02,113.85,4.09,4.72,56.57,71.667,261,4,2326.7,3,44.55,59.35,-0.338,1.482,,
Retief Goosen (2016),166.07,288.8,"34' 1""",330,28.44,3.38,"38' 1""",380,"73' 3""",75.93,"745,735",2.56,3.01,111.7,4.06,4.71,56.4,70.581,186,3,2210.6,,53.19,60.16,0.613,1.487,,
Retief Goosen (2017),167.17,291.8,"31' 3""",276,29.09,3.39,"35' 0""",205,"65' 3""",74.39,"414,363",2.72,3.03,112.8,4.04,4.81,57.79,71.425,156,3,2267,1,52.31,60.2,-0.39,1.482,,
Retief Goosen (2018),166.59,296.2,"33' 5""",312,29.12,3.21,"36' 9""",261,"65' 11""",74.38,"545,364",3.08,3.08,111.99,4.09,4.73,55.22,71.409,167,3,2218.2,1,41.89,56.98,-0.497,1.487,,
Richard Lee (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Richard Sterne (2015),,,,,,,,29,,,"27,690",,,,,,,,,,,,,,,,,
Robert Allenby (2015),163.93,282.7,"31' 0""",1062,30.03,3.12,"33' 5""",169,"63' 5""",78.81,"271,887",3.03,3.09,109.97,4.1,4.84,63.06,72.102,184,1,2397.5,1,42.35,51.69,-0.97,1.491,,
Robert Allenby (2016),161.4,282.2,"32' 1""",229.5,30.41,2.65,"36' 3""",9,"71' 2""",76.53,"25,271",3.18,3.15,107.32,4.16,4.77,55.06,73.117,135,4,2422.6,,59.15,50.75,-1.95,1.504,,
Robert Allenby (2017),,,,,,,,19,,,"32,851",,,,,,,,,,,,,,,,,
Robert Allenby (2018),,,,,,,,4,,,"19,970",,,,,,,,,,,,,,,,,
Robert Allenby (2019),,,,,,,,7,,,"14,715",,,,,,,,,,,,,,,,,
Robert MacIntyre (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Roberto Díaz (2018),161.27,286.3,"34' 4""",306,29.21,3.18,"37' 2""",107,"78' 3""",74.71,"235,635",2.78,3.11,108.82,4.06,4.72,63.2,71.731,216,4,2780.2,,50,58.56,-0.833,1.482,,
Roberto Díaz (2019),162.76,287.4,"34' 7""",234,28.92,3.74,"37' 7""",271,"76' 6""",75.41,"620,178",2.54,3.05,108.27,4.02,4.6,67.85,71.207,243,5,2450.3,2,52.43,60.87,-0.123,1.503,,
Rod Pampling (2015),,,,,,,,138,,,"189,055",,,,,,,,,,,1,,,,,,
Rod Pampling (2016),165.93,287.7,"31' 2""",300,29.08,3.06,"34' 4""",122,"65' 10""",75.62,"142,433",2.54,3.04,113.74,4.07,4.7,63.95,71.607,153,3,2566.1,,48.91,61.73,-0.426,1.459,,
Rod Pampling (2017),165.13,287.8,"35' 0""",426,29.97,3.1,"39' 4""",630,"66' 9""",75,"1,539,422",3.25,3.11,113.2,4.11,4.75,60.83,71.861,220,3,2377.5,1,47.79,52.83,-0.677,1.459,,
Rod Pampling (2018),163.86,288.4,"34' 5""",522,29.31,3.17,"37' 9""",64,"69' 11""",74.32,"183,806",3,3.1,112.37,4.09,4.82,63.69,72.445,184,2,2719.1,,43.2,56.67,-1.094,1.458,,
Rod Pampling (2019),166.14,286.4,"34' 10""",312,29.65,3.08,"38' 5""",42,"63' 8""",73.19,"102,127",3.06,3.1,112.84,4.07,4.77,62.76,72.304,160,3,2611.6,,46.23,55.49,-1.177,1.472,,
Rodolfo Cazaubón (2016,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Rory McIlroy (2015),,,,,,,,1567,,,"4,863,312",,,,,,,,,,,7,,,,,,
Rory McIlroy (2016),179.3,306.8,"30' 10""",139.5,29.18,4.42,"34' 5""",973,"76' 8""",80.57,"5,790,585",2.39,3.09,119.84,4,4.46,61.06,69.646,274,8,2494.8,8,47.52,58.7,1.681,1.496,,
Rory McIlroy (2017),180.12,317.2,"33' 4""",172.8,28.75,3.85,"36' 10""",803,"71' 9""",79.19,"2,430,182",2.54,3.07,120.03,4.02,4.54,55.06,69.529,185,5,2319.9,6,63.24,62.29,1.078,1.5,,
Rory McIlroy (2018),181.57,319.7,"29' 10""",122,28.46,4,"35' 1""",1154,"72' 1""",81.13,"4,410,296",2.31,3.05,121.42,3.99,4.51,55.79,69.303,244,9,2239.7,7,52.43,62.97,1.412,1.495,,
Rory McIlroy (2019),179.45,313.5,"30' 5""",94.2,28.38,4.49,"34' 8""",2315,"74' 11""",78.34,"7,785,286",1.9,2.96,121.5,3.95,4.52,61.82,69.057,305,13,2372.8,14,55.34,63.38,2.551,1.477,,
Ross Fisher (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Ross Fisher (2017),,,,,,,,,,,,,,,,,,,,,,3,,,,,,
Ross Fisher (2018),,,,,,,,119,,,"412,954",,,,,,,,,,,,,,,,,
Ryo Ishikawa (2015),170.53,289.2,"30' 3""",132,28.95,3.7,"34' 0""",458,"73' 3""",76.91,"851,044",2.89,3.08,115.58,4.04,4.67,56.39,71.246,326,12,2863.7,2,49.31,55.45,-0.051,1.475,,
Ryo Ishikawa (2016),,,,,,,,55,,,"62,102",,,,,,,,,,,,,,,,,
Ryo Ishikawa (2017),169.99,288.8,"31' 11""",336,28.86,3.29,"37' 4""",148,"69' 10""",75.56,"319,748",2.55,3.11,116.7,4.06,4.79,51.92,71.99,184,3,2734.9,1,48.91,57.84,-1.132,1.456,,
Sam Burns (2017),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Sam Burns (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Sam Burns (2019),179.23,307.2,"33' 9""",100.3,28.49,3.72,"38' 7""",493,"74' 9""",78.3,"1,117,312",2.42,3.09,120.12,4.03,4.56,57.17,70.995,290,14,2589.2,3,41.09,59.6,0.05,1.492,,
Sam Horsfield (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Sam Ryder (2018),169.88,297.3,"30' 9""",205.7,29.88,3.84,"34' 4""",442,"74' 5""",81.9,"1,046,166",2.28,3,117.17,4.02,4.63,66.91,70.914,307,7,2962.8,3,43.48,56.47,0.154,1.45,USA,"Stetson University  (Finance, 2012)"
Sam Ryder (2019),170.83,293.9,"31' 9""",144,28.64,3.97,"36' 1""",458,"81' 2""",77.5,"1,060,735",2.32,3.05,116.12,3.98,4.58,63.62,70.912,286,9,2787.9,2,62.4,62.89,0.462,1.471,USA,"Stetson University  (Finance, 2012)"
Sam Saunders (2015),168.98,293.2,"32' 2""",243,29.37,3.51,"35' 0""",413,"71' 6""",76.11,"578,571",2.8,3.06,114.08,4.08,4.64,64,71.668,284,6,2520.9,1,56.64,57.79,-0.496,1.481,USA,Clemson University
Sam Saunders (2016),166.42,291.8,"32' 2""",234,29.18,3.42,"35' 10""",324,"74' 10""",75.23,"510,079",2.89,3.06,112.1,4.08,4.71,59.78,71.427,222,5,2287.3,2,47.93,56.59,-0.232,1.485,USA,Clemson University
Sam Saunders (2017),166.78,293.6,"32' 6""",420,28.63,3.93,"35' 9""",354,"76' 1""",75.32,"678,117",2.74,3.08,112.48,4.02,4.67,64.69,70.921,275,3,2486.4,2,53.7,58.45,0.071,1.483,USA,Clemson University
Sam Saunders (2018),170.67,302.8,"32' 3""",333,28.73,4.01,"36' 0""",420,"73' 9""",74.68,"981,936",2.74,3.02,113.47,4.06,4.58,60.14,70.794,297,4,2344.5,4,51.75,55.79,0.226,1.504,USA,Clemson University
Sam Saunders (2019),172.12,299.9,"33' 2""",444,28.76,3.78,"36' 2""",197,"69' 0""",77.53,"413,887",2.61,3.05,114.55,4.04,4.69,56.55,71.493,280,3,2179.8,1,47.86,59.28,-0.365,1.502,USA,Clemson University
Sangmoon Bae (2015),168.35,289.8,"33' 4""",220.5,28.55,3.61,"36' 6""",1025,"77' 7""",73.15,"2,599,632",2.61,3.02,113.53,4.06,4.7,60.03,71.036,354,8,2667.9,5,52,61.16,0.059,1.483,KOR,Sungkyunkwan University (2011)
Sangmoon Bae (2018),,,,,,,,71,,,"184,057",,,,,,,,,,,,,,,,KOR,Sungkyunkwan University (2011)
Sangmoon Bae (2019),170.66,296.5,"35' 5""",162,29.28,3.54,"38' 8""",85,"77' 7""",73,"172,472",2.89,3.11,113.55,4.06,4.61,61.49,71.762,191,6,2656.6,,51.25,58.89,-0.634,1.503,KOR,Sungkyunkwan University (2011)
Scott Brown (2015),166.53,288.2,"31' 11""",174.6,28.56,3.66,"35' 5""",690,"70' 8""",73.94,"1,161,750",2.53,3.02,111.87,4.03,4.66,62.77,70.797,355,10,2491.5,3,54.2,60.69,0.185,1.489,USA,University of South Carolina-Aiken
Scott Brown (2016),166.46,292.5,"33' 7""",198,29.22,3.47,"36' 10""",643,"70' 11""",73.11,"1,143,452",2.65,3.05,111.74,4.03,4.75,63.65,71.098,305,8,2322.4,4,50,59.03,0.011,1.489,USA,University of South Carolina-Aiken
Scott Brown (2017),165.48,289,"33' 2""",327.6,28.69,3.56,"36' 2""",646,"74' 6""",73.28,"1,748,324",2.63,3.05,112.78,4.04,4.7,63.89,70.932,324,5,2581.8,2,52.7,59.08,-0.068,1.467,USA,University of South Carolina-Aiken
Scott Brown (2018),165.98,292.6,"33' 0""",441,29.1,3.6,"37' 10""",422,"69' 8""",76.3,"1,076,678",2.67,3.06,113.5,4.05,4.72,62.03,71.329,353,4,2649.5,2,42.86,54.79,-0.661,1.462,USA,University of South Carolina-Aiken
Scott Brown (2019),167.42,288.6,"32' 6""",134.2,29.09,3.59,"36' 8""",433,"72' 2""",75.83,"999,457",2.45,3.07,113.64,4.03,4.59,65.41,70.96,294,11,2565.7,4,50,60.73,-0.004,1.473,USA,University of South Carolina-Aiken
