PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
Brendan Steele (2017),174.68,300.4,"32' 1""",168,29.3,3.81,"35' 7""",1226,"72' 3""",78.17,"2,907,095",2.65,3.06,117.37,4.02,4.64,62.88,70.503,320,9,2511.8,4,43.33,58.99,0.875,1.488,USA,"University of California-Riverside  (2005, Business Administ"
Brendan Steele (2018),174.55,310.3,"34' 7""",172.3,30.36,3.48,"37' 7""",998,"66' 8""",79.72,"2,291,128",2.97,3.12,116.88,4.04,4.64,60.47,71.021,233,7,2521.7,3,48,52.56,0.029,1.493,USA,"University of California-Riverside  (2005, Business Administ"
Brendan Steele (2019),171.49,302.5,"32' 5""",279,30.21,3.56,"35' 7""",204,"68' 4""",80.17,"515,139",2.47,3.12,115.1,4.06,4.62,68.71,71.893,221,4,2627,,38.95,55.82,-0.53,1.49,USA,"University of California-Riverside  (2005, Business Administ"
Brendon Todd (2015),157.94,276.4,"32' 10""",334.8,28.39,3.7,"34' 0""",831,"76' 9""",75.16,"1,809,192",2.35,3.01,106.8,4.02,4.67,70.24,70.533,344,5,2552.2,4,61.9,62.63,0.83,1.478,USA,"University of Georgia  (2007, Business Marketing)"
Brendon Todd (2016),157.87,280.1,"38' 2""",283.5,27.86,2.78,"40' 0""",60,"76' 10""",67.45,"75,772",3,3.21,107.49,4.11,4.75,58.02,72.728,175,4,2521.2,,59.48,61.46,-1.593,1.468,USA,"University of Georgia  (2007, Business Marketing)"
Brendon Todd (2017),,,,,,,,3,,,"14,925",,,,,,,,,,,,,,,,USA,"University of Georgia  (2007, Business Marketing)"
Brendon Todd (2019),,,,,,,,142,,,"252,546",,,,,,,,,,,,,,,,USA,"University of Georgia  (2007, Business Marketing)"
Brendon de Jonge (2015,,,,,,,,892,,,,,,,,4.68,,,,,,,,,,,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2015),167.28,285.3,"32' 11""",318,29.03,3.77,"34' 11""",,"71' 3""",76.26,"1,594,935",2.51,3,113.62,4.02,,65.69,70.642,400,6,3117.3,3,45.28,59.19,0.312,1.472,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2016,,,,,,,,,,,,,,,4.07,,59.19,,,,,,,56.49,,,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2016),165.47,287.5,"33' 8""",364.5,29.25,3.3,"36' 10""",304,"69' 8""",75.37,"415,583",2.65,3.07,112.57,,4.66,,71.603,267,4,2840.4,,52.71,,-0.332,1.47,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2017),,,,,,,,31,,,"54,273",,,,,,,,,,,,,,,,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2018),,,,,,,,49,,,"110,276",,,,,,,,,,,1,,,,,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brendon de Jonge (2019),,,,,,,,2,,,"11,904",,,,,,,,,,,,,,,,ZIM,"Virginia Tech  (2003, Consumer Studies)"
Brett Stegmaier (2016),169.03,295.3,"31' 9""",255,29.52,3.44,"35' 0""",559,"70' 6""",79.92,"1,086,714",2.66,3.11,112.34,4.03,4.64,60.93,70.995,292,6,2426.3,3,41.18,58.27,0.048,1.504,USA,University of Florida
Brett Stegmaier (2017),165.82,288.7,"31' 8""",171,29.97,3.28,"35' 6""",131,"70' 3""",77.26,"271,031",2.96,3.03,110.74,4.11,4.78,64.66,72.115,249,8,2297.2,,44.57,50.11,-1.265,1.497,USA,University of Florida
Brett Stegmaier (2018),166.03,295.4,"32' 11""",183,29.48,3.79,"34' 7""",149,"75' 9""",79.92,"305,607",2.46,2.98,110.85,4.06,4.61,58.38,71.191,231,6,2219.9,,48.28,56.44,0.048,1.497,USA,University of Florida
Brian Campbell (2017),172.44,296,"32' 2""",306,28.63,3.49,"36' 3""",132,"75' 2""",71.81,"237,537",2.8,3.05,117.31,4.06,4.76,58.2,71.924,178,3,2974.8,,57.14,56.68,-0.428,1.47,USA,"University of Illinois  (2015, Business)"
Brian Gay (2016),,,,,,,,149,,,"280,619",,,,,,,,,,,1,,,,,USA,University of Florida
Brian Gay (2017),158.15,278.7,"32' 11""",280.8,28.32,3.37,"35' 1""",426,"74' 0""",73.63,"942,372",2.42,3.03,106.62,4.04,4.66,65.47,70.585,263,5,2463.2,3,54.17,62.3,0.282,1.483,USA,University of Florida
Brian Gay (2018),157.17,282.9,"33' 3""",259.7,28.25,3.82,"34' 8""",880,"76' 0""",73.19,"2,152,501",2.49,3.01,105.76,4.01,4.61,71.37,70.28,386,7,2339.9,6,53.1,63.26,0.565,1.486,USA,University of Florida
Brian Gay (2019),159.76,274.9,"34' 11""",228.9,28.65,3.52,"36' 6""",415,"72' 4""",71.41,"1,029,440",2.49,3.09,106.7,4.03,4.64,70.19,71.356,313,7,2475.7,2,48.25,61.65,-0.278,1.497,USA,University of Florida
Brian Harman (2015),163.14,287.9,"32' 10""",202.5,29.09,3.56,"34' 11""",704,"72' 10""",76.14,"1,548,352",2.4,3.07,110.24,4.02,4.65,64.37,70.647,320,8,2281.4,3,55.8,59.63,0.413,1.48,USA,"University of Georgia (2009, Finance)"
Brian Harman (2016),162.94,289.7,"34' 3""",267.4,28.64,3.65,"36' 7""",607,"72' 0""",73.43,"1,299,801",2.57,3.07,110.49,4.02,4.67,63.41,70.996,380,7,2212.6,2,55.26,61.4,0.169,1.475,USA,"University of Georgia (2009, Finance)"
Brian Harman (2017),163.3,289.9,"33' 6""",200,28.33,3.67,"36' 6""",1557,"75' 8""",77.33,"4,396,470",2.4,3.02,109.35,4.01,4.67,62.8,70.402,367,9,2265.8,7,58.7,63.19,0.746,1.494,USA,"University of Georgia (2009, Finance)"
Brian Harman (2018),164.02,291.9,"34' 0""",270,29.29,3.73,"36' 4""",1056,"78' 7""",77.53,"2,733,463",2.71,3.1,109.93,4.01,4.64,67.14,70.536,336,6,2509.7,8,47.22,56.95,0.29,1.492,USA,"University of Georgia (2009, Finance)"
Brian Harman (2019),164.91,288.4,"32' 9""",267,28.83,3.52,"36' 1""",509,"65' 3""",73.82,"1,342,778",2.55,3.09,110.47,4.02,4.66,68.17,71.016,313,6,2552.3,4,58.45,60.1,0.346,1.492,USA,"University of Georgia (2009, Finance)"
Brian Stuard (2015),159.25,276.5,"30' 8""",1674,28.57,3.38,"32' 9""",447,"75' 2""",71.75,"687,109",2.61,3.08,106.31,4.03,4.74,69.31,71.341,314,1,2561.8,1,50.7,60.23,-0.24,1.498,USA,"Oakland University  (2005, Business Management)"
Brian Stuard (2016),157.81,277.7,"31' 8""",1188,28.76,3.39,"33' 8""",680,"71' 9""",70.88,"1,666,014",2.76,3.03,104.54,4.04,4.79,71.07,71.242,224,1,2534.6,1,54.35,62.16,-0.093,1.509,USA,"Oakland University  (2005, Business Management)"
Brian Stuard (2017),158.82,272.6,"31' 11""",783,29,3.34,"34' 4""",285,"70' 4""",70.51,"588,806",2.86,3.05,105.75,4.08,4.73,71.32,71.72,291,2,2664.9,,46.43,57.14,-0.469,1.501,USA,"Oakland University  (2005, Business Management)"
Brian Stuard (2018),158.74,278.9,"32' 1""",436.5,29.11,3.41,"33' 11""",421,"72' 9""",76.76,"1,089,763",2.48,3.07,105.86,4.01,4.73,71.44,71.038,331,4,2649.6,3,48.03,59.23,0.062,1.499,USA,"Oakland University  (2005, Business Management)"
Brian Stuard (2019),160.2,276.6,"32' 3""",423,28.4,3.69,"34' 3""",547,"71' 11""",72.96,"1,320,637",2.47,3,106.41,3.99,4.74,71.09,70.999,347,4,2550.5,3,52.9,64.31,0.393,1.505,USA,"Oakland University  (2005, Business Management)"
Brice Garnett (2015),165.3,287.1,"32' 2""",711,29.77,3.43,"35' 11""",398,"72' 4""",78.37,"637,789",2.66,3.03,110.7,4.06,4.75,61.25,71.453,271,2,2467,1,49.58,55.65,-0.532,1.493,USA,"Missouri Western State University  (2006, Business Finance)"
Brice Garnett (2016),,,,,,,,222,,,"446,565",,,,,,,,,,,2,,,,,USA,"Missouri Western State University  (2006, Business Finance)"
Brice Garnett (2018),168.59,296.7,"32' 5""",244.3,29.34,3.48,"35' 8""",634,"68' 6""",76.7,"1,466,224",2.62,3.08,112.2,4.04,4.64,64.45,71.018,331,7,2520.8,2,41.43,58.63,-0.31,1.502,USA,"Missouri Western State University  (2006, Business Finance)"
Brice Garnett (2019),167.29,287.4,"34' 2""",218.6,29.45,3.76,"36' 7""",466,"73' 1""",77.09,"1,019,594",2.41,3.05,111.18,3.98,4.66,71.45,71.067,320,7,2772.5,2,44.36,58.15,-0.034,1.504,USA,"Missouri Western State University  (2006, Business Finance)"
Bronson Burgoon (2016),169.42,293.1,"32' 7""",158,29.3,3.24,"36' 7""",428,"72' 5""",75.95,"557,020",2.66,3.02,112.71,4.08,4.64,57.3,71.132,256,9,2484.4,,47.71,58.33,-0.2,1.503,USA,Texas A&M University
Bronson Burgoon (2018),170.27,302.8,"32' 5""",138,29.55,3.81,"35' 11""",446,"72' 10""",78.37,"1,179,616",2.59,3,113.33,4.05,4.56,64.53,70.701,263,9,2390.6,2,45.95,55.61,0.481,1.502,USA,Texas A&M University
Bronson Burgoon (2019),168.35,296.1,"31' 4""",247.5,29.6,3.76,"34' 8""",343,"73' 1""",79.3,"814,673",2.44,3.03,111.57,4.05,4.65,66.49,71.295,207,4,2341,2,50,56.78,-0.344,1.508,USA,Texas A&M University
Brooks Koepka (2015),179.63,308.2,"30' 6""",72.9,29.1,3.9,"34' 11""",1544,"80' 0""",81.47,"3,571,900",2.4,3.1,122.77,3.99,4.55,57.33,69.861,316,20,3000,8,53.68,56.63,1.081,1.463,USA,Florida State University
Brooks Koepka (2016),176.68,302.6,"31' 2""",114.5,28.81,4.11,"35' 4""",1348,"81' 10""",77.78,"3,322,393",2.9,3.07,121.84,3.99,4.61,58.6,69.956,288,11,2623,7,51.75,55.53,1.092,1.45,USA,Florida State University
Brooks Koepka (2017),180.03,311.1,"31' 2""",130.9,28.44,4.2,"38' 4""",1736,"85' 6""",76,"5,612,397",2.79,3.04,124.28,4.05,4.52,55.8,69.847,336,11,2533.7,7,48.2,56.27,1.204,1.448,USA,Florida State University
Brooks Koepka (2018),180.65,313.4,"29' 8""",139.5,28.76,4.19,"35' 7""",2012,"80' 9""",80.72,"7,094,047",2.11,3.03,122.42,3.99,4.49,56.85,69.444,260,8,2660.4,6,53.76,63.28,1.22,1.475,USA,Florida State University
Brooks Koepka (2019),178.89,309,"30' 6""",88.8,28.86,4.28,"34' 7""",2887,"76' 6""",79.78,"9,684,006",2.09,3.03,122.09,3.95,4.51,61.83,69.395,317,15,2695.7,9,58.43,62.25,1.366,1.465,USA,Florida State University
Bryce Molder (2015),160.78,277.9,"31' 11""",313.2,28.68,3.55,"34' 5""",595,"75' 10""",74.54,"1,165,547",2.3,3.03,108.64,4,4.75,66.8,70.779,309,5,2685.3,2,52.03,62.85,0.189,1.48,USA,"Georgia Tech  (2001, Management)"
Bryce Molder (2016),162.45,280.2,"34' 1""",175.5,28.01,3.35,"36' 0""",652,"73' 2""",73.13,"1,353,385",2.38,3.02,109.89,4.03,4.7,62.53,70.901,261,8,2526.9,5,58.27,65.38,0.54,1.478,USA,"Georgia Tech  (2001, Management)"
Bryce Molder (2017),160.87,277,"35' 7""",666,28.66,3.11,"37' 7""",109,"74' 7""",73.61,"216,892",2.86,3.09,109.93,4.08,4.73,57.6,71.817,230,2,2777.7,,57.24,59.14,-0.846,1.463,USA,"Georgia Tech  (2001, Management)"
Bryson DeChambeau (201,175.52,,"32' 0""",,,,"34' 10""",,,,,,,,,,,,,,,,,,,1.489,USA,Southern Methodist University
Bryson DeChambeau (2016,,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,Southern Methodist University
Bryson DeChambeau (2017,,,,,,3.61,,836,,,,,,,,4.66,,,,5,2528.8,2,,,,,USA,Southern Methodist University
Bryson DeChambeau (2017),174.39,299.4,"32' 7""",320.4,29.16,,,,"73' 3""",76.24,"1,817,054",2.75,3.06,117.74,4.05,,58.34,70.866,321,,,,46,57.32,0.19,,USA,Southern Methodist University
Bryson DeChambeau (2018,,,,,,,,,,,,2.44,,,3.99,,,,,,,,48.67,59.84,,,USA,Southern Methodist University
Bryson DeChambeau (2018),,305.7,,128.8,29.18,4.2,,1617,"75' 0""",78.75,"8,094,489",,3.03,117.83,,4.51,62.23,69.646,391,13,2696.5,9,,,1.558,,USA,Southern Methodist University
Bryson DeChambeau (2019,,,"32' 11""",,,,"36' 7""",,,,,,,,,,65.02,,,,,,,,,1.483,USA,Southern Methodist University
Bryson DeChambeau (2019),175.4,302.5,,185.1,28.51,4.17,,1203,"77' 7""",75.53,"3,186,232",2.35,3.01,118.24,4.01,4.52,,70.177,300,7,2870.2,5,52.29,62.33,1.013,,USA,Southern Methodist University
Bubba Watson (2015),184.54,315.2,"32' 2""",81.6,28.96,4.29,"36' 0""",2407,"71' 1""",79.81,"6,876,797",2.41,2.98,123.52,3.98,4.47,56.55,69.296,292,15,2583.8,10,46.88,61.89,2.088,1.494,USA,Faulkner State Community College; University of Georgia  (20
Bubba Watson (2016),182.06,310.6,"31' 4""",112.9,29.78,3.68,"35' 3""",1235,"68' 0""",78.09,"3,492,842",2.71,3.1,121.63,4.04,4.53,55.11,70.333,254,11,2541.1,4,47.32,52.74,0.992,1.497,USA,Faulkner State Community College; University of Georgia  (20
Bubba Watson (2017),179.88,305.8,"33' 7""",162,29.29,3.49,"36' 11""",397,"70' 1""",76.81,"1,223,129",3.19,3.15,121.46,4.07,4.62,59.5,71.175,220,7,2918.3,4,46.32,55.34,0.085,1.481,USA,Faulkner State Community College; University of Georgia  (20
Bubba Watson (2018),181.4,313.1,"33' 9""",118.5,29.33,3.75,"37' 2""",1879,"66' 6""",80,"5,793,748",2.57,3.11,121.29,4,4.54,58.27,70.384,296,12,2955.6,6,44.2,56.64,0.555,1.495,USA,Faulkner State Community College; University of Georgia  (20
Bubba Watson (2019),181.19,311.6,"34' 2""",116,29.72,3.71,"39' 3""",572,"68' 1""",78.81,"1,558,014",2.84,3.09,121.5,4.07,4.49,58.13,70.71,215,9,2594.5,3,49.47,57.35,0.281,1.491,USA,Faulkner State Community College; University of Georgia  (20
Bud Cauley (2016),,,,,,,,409,,,"760,430",,,,,,,,,,,3,,,,,USA,University of Alabama
Bud Cauley (2017),168.59,295.9,"32' 6""",198,29.3,3.59,"35' 4""",666,"68' 6""",79,"1,553,685",2.5,3.07,112.76,4.01,4.64,60.1,70.432,316,8,2497.8,5,46.76,58.41,0.53,1.495,USA,University of Alabama
Bud Cauley (2018),168.39,295.4,"34' 8""",954,28.58,3.66,"37' 6""",405,"70' 10""",77.11,"900,591",2.79,3.03,112.3,4.07,4.66,60.81,71.356,194,1,2552.7,2,54.37,60.12,0.461,1.499,USA,University of Alabama
Bud Cauley (2019),168.27,293.4,"33' 1""",246,28.52,4.07,"36' 5""",482,"68' 11""",77.79,"1,090,018",2.15,3,111.72,4,4.57,63.26,70.574,334,6,2528.9,2,56.43,64.05,0.558,1.506,USA,University of Alabama
Byeong Hun An (2016),,,,,,,,,,,,,,,,,,,,,,2,,,,,KOR,University of California-Berkeley
Byeong Hun An (2017),172.24,300.3,"34' 2""",216,29.14,3.44,"38' 2""",468,"69' 2""",77,"1,236,090",3.07,3.05,115.41,4.06,4.8,57.17,70.887,248,6,2399.4,3,48.87,56.22,0.589,1.492,KOR,University of California-Berkeley
Byeong Hun An (2018),176.22,307.9,"31' 3""",189,29.31,3.65,"36' 1""",913,"68' 11""",79.13,"2,599,264",2.32,3.04,117.2,4.02,4.62,60.19,70.19,307,8,2481.9,4,48.85,61.16,0.805,1.503,KOR,University of California-Berkeley
Byeong Hun An (2019),175.7,307.1,"32' 2""",231,29.1,3.97,"36' 7""",710,"66' 11""",80.16,"1,990,033",2.4,3.08,116.56,3.99,4.61,57.98,70.48,306,6,2387.7,3,58.52,59.28,0.819,1.507,KOR,University of California-Berkeley
Byron Smith (2015),170.81,291.9,"29' 5""",495,29.84,3.44,"35' 0""",96,"65' 4""",80.04,"153,930",2.78,2.97,115.48,4.09,4.71,58.15,71.801,189,2,2644.1,,45,54.22,-0.873,1.479,USA,"Pepperdine University  (2003, Philosophy)"
C.T. Pan (2017),165.23,287.2,"33' 6""",387,29.7,3.16,"37' 0""",527,"72' 1""",74.84,"1,267,649",2.45,3.04,109.85,4.07,4.68,64.2,71.109,272,4,2399.3,3,54.17,60.55,-0.087,1.504,TPE,"University of Washington  (2015, Communications)"
C.T. Pan (2018),167.46,292.7,"33' 3""",252,29.66,3.79,"35' 5""",693,"68' 9""",80.95,"1,881,787",2.35,3.04,111.32,4,4.63,68.98,70.457,371,7,2697.3,2,42.07,56.89,0.478,1.504,TPE,"University of Washington  (2015, Communications)"
C.T. Pan (2019),166.27,285,"33' 3""",184.5,28.71,3.49,"36' 7""",900,"68' 8""",75.71,"2,362,399",2.39,3.06,110.67,4.03,4.63,64.77,70.966,286,8,2361.3,2,57.45,63.71,0.059,1.502,TPE,"University of Washington  (2015, Communications)"
Cameron Beckman (2015),,,,,,,,40,,,"32,995",,,,,,,,,,,,,,,,USA,"Texas Lutheran University  (1993, Art)"
Cameron Beckman (2016),,,,,,,,45,,,"59,191",,,,,,,,,,,,,,,,USA,"Texas Lutheran University  (1993, Art)"
Cameron Beckman (2018),,,,,,,,4,,,"12,694",,,,,,,,,,,,,,,,USA,"Texas Lutheran University  (1993, Art)"
Cameron Champ (2019),190.7,317.9,"33' 9""",152,29.88,4.12,"38' 3""",639,"75' 10""",81.19,"1,695,748",2.71,3.04,128.01,4.06,4.59,55.3,71.393,313,9,2722.3,3,37.04,52.14,-0.374,1.49,USA,Texas A&M University
Aaron Baddeley (2015),175.43,294.1,"33' 8""",121.1,28.28,3.57,"38' 11""",336,"79' 5""",77.12,"439,925",2.45,2.99,118.04,4.1,4.57,50.29,71.218,264,11,2525.7,1,59.13,61,-0.223,1.486,,
Aaron Baddeley (2016),172.75,291.7,"34' 5""",178,28.06,3.63,"37' 10""",874,"73' 7""",78.99,"1,644,915",2.47,3.06,116.2,4.01,4.64,55.42,70.888,323,9,2573.2,5,61.07,64.3,0.257,1.486,,
Aaron Baddeley (2017),173.03,292.6,"36' 6""",342,28.49,3.49,"38' 6""",325,"71' 11""",77.75,"755,356",2.56,3.06,115.8,4.06,4.7,52.25,71.483,199,3,2875.1,2,58.42,59.9,-0.172,1.494,,
Aaron Baddeley (2018),170.68,295.3,"33' 9""",156,28.85,3.33,"37' 0""",342,"69' 11""",74.96,"725,928",2.63,3.1,113.89,4.03,4.67,53.27,70.85,260,9,2683,1,57.04,61.09,0.309,1.498,,
Aaron Baddeley (2019),171.31,286.3,"36' 3""",247.5,27.8,3.78,"38' 9""",428,"76' 3""",75.9,"904,982",2.27,3.01,113.93,3.99,4.72,57.74,70.783,208,4,2857.9,3,54.55,65.84,0.313,1.503,,
Alex Cejka (2015),160.88,283.3,"31' 4""",207,28.93,3.54,"33' 10""",739,"69' 6""",74.3,"1,227,196",2.49,3.04,108.52,4.03,4.67,63.78,71.117,326,8,2317.3,1,46.67,60.39,-0.217,1.482,,
Alex Cejka (2016),161.22,281.5,"32' 6""",241.2,28.55,3.87,"34' 6""",754,"70' 9""",78.55,"1,566,308",2.12,2.98,107.76,4.01,4.57,65.89,70.675,259,5,2476.5,4,54.32,65.03,0.642,1.496,,
Alex Cejka (2017),160.85,282.1,"32' 1""",346.5,29.51,3.05,"35' 3""",276,"70' 2""",73.93,"618,171",2.49,3.04,107.59,4.06,4.73,67.19,71.461,235,4,2450.4,1,46.55,61.08,-0.452,1.495,,
Alex Cejka (2018),160.36,286.7,"32' 6""",138,28.52,3.42,"35' 5""",502,"71' 9""",72.77,"1,198,541",2.46,3.02,107.28,4.03,4.65,66.49,70.675,236,9,2899.2,2,59.35,64,0.312,1.495,,
Alex Cejka (2019),159.91,278,"32' 1""",450,29.1,3.1,"34' 10""",88,"66' 2""",69.59,"181,155",2.78,2.97,106.99,4.09,4.77,67.19,72.076,155,2,2398.3,,41.98,59.69,-0.844,1.494,,
Andres Romero (2015),169.44,295.3,"33' 8""",148.5,28.64,3.45,"38' 9""",312,"77' 7""",73.35,"617,253",2.95,3.1,114.14,4.1,4.69,52.67,71.427,228,8,2272.1,2,45.87,56.7,-0.374,1.484,,
Andres Romero (2016),,,,,,,,120,,,"195,262",,,,,,,,,,,1,,,,,,
Andres Romero (2017),,,,,,,,91,,,"196,518",,,,,,,,,,,,,,,,,
Andres Romero (2018),,,,,,,,104,,,"206,764",,,,,,,,,,,1,,,,,,
Andres Romero (2019),,,,,,,,44,,,"74,786",,,,,,,,,,,,,,,,,
Andrew Johnston (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Andrew Johnston (2017),,,,,,,,112,,,"293,233",,,,,,,,,,,1,,,,,,
Andrew Johnston (2018),,,,,,,,5,,,"24,448",,,,,,,,,,,,,,,,,
Angelo Que (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Anirban Lahiri (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Anirban Lahiri (2016),167.4,291.7,"33' 10""",207,28.88,3.46,"37' 6""",494,"69' 2""",74.26,"835,171",2.99,3.09,112.26,4.05,4.74,56.31,71.139,239,6,2316.5,1,43.55,56.4,0.068,1.491,,
Anirban Lahiri (2017),169.7,297,"31' 10""",162,28.6,3.96,"36' 0""",667,"68' 9""",74.46,"1,944,289",2.88,3.06,113.25,4.06,4.61,59.82,70.799,285,8,2509.3,3,52.31,55.06,-0.186,1.498,,
Anirban Lahiri (2018),167.32,294,"32' 4""",369,28.99,3.57,"36' 6""",555,"75' 11""",75.69,"1,441,205",2.77,3.04,111.86,4.03,4.7,60.09,70.66,293,4,2515.2,4,51.46,58.35,0.104,1.495,,
Anirban Lahiri (2019),167.64,290.2,"34' 1""",621,28.64,3.58,"36' 5""",164,"74' 2""",71.11,"419,620",2.68,3.03,111.21,4.06,4.75,60.08,71.698,247,2,2431.1,1,54.63,59.57,-0.752,1.507,,
Austen Truslow (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Beau Hossler (2018),167.31,300,"35' 4""",187.2,28.92,3.79,"37' 10""",957,"82' 1""",79.23,"2,449,707",2.3,3.02,111.47,4.01,4.63,60.47,70.574,394,10,2247.7,5,54.19,60,0.584,1.5,,
Beau Hossler (2019),170.27,299.4,"36' 1""",249,28.9,3.96,"39' 5""",304,"78' 6""",77.41,"645,795",2.66,3.05,113.8,4.02,4.68,59.19,71.381,329,6,2296.9,,52.35,56.19,-0.178,1.496,,
Benjamín Alvarado (20,,,,,,,,26,,,,,,,,,,,,,,,,,,,,
Benjamín Alvarado (201,,,,,,,,,,,"28,800",,,,,,,,,,,,,,,,,
Bernd Wiesberger (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Bernhard Langer (2015),,,,,,,,1,,,"22,082",,,,,,,,,,,,,,,,,
Bernhard Langer (2016),,,,,,,,45,,,"89,000",,,,,,,,,,,,,,,,,
Bernhard Langer (2018),,,,,,,,57,,,"130,200",,,,,,,,,,,,,,,,,
Bernhard Langer (2019),,,,,,,,5,,,"25,415",,,,,,,,,,,,,,,,,
Bobby Wyatt (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Bobby Wyatt (2017),,,,,,,,10,,,"33,139",,,,,,,,,,,,,,,,,
Branden Grace (2015),,,,,,,,,,,,,,,,,,,,,,4,,,,,,
Branden Grace (2016),173.24,295.6,"31' 10""",360,29.28,3.48,"35' 0""",1187,"68' 2""",77.66,"2,878,868",2.57,3.09,115.59,4.01,4.74,55.14,70.204,209,3,2608.9,6,49.45,59.05,0.855,1.499,,
Branden Grace (2017),173.05,292,"33' 0""",226.8,29.49,3.21,"37' 1""",510,"68' 2""",74.32,"1,315,054",2.54,3.07,115.63,4.06,4.64,58.47,70.862,202,5,3117.6,2,50.51,61.42,0.271,1.496,,
Branden Grace (2018),173.69,298.9,"33' 2""",192,29.34,3.69,"37' 4""",590,"71' 7""",77.07,"1,529,289",2.72,3.01,115.23,4.04,4.64,63.49,70.412,236,6,2664.6,2,47.46,57.78,0.812,1.507,,
Branden Grace (2019),172.89,295.1,"32' 11""",122.4,29.69,3.4,"37' 7""",495,"66' 2""",77.16,"1,373,185",3,3.07,115.22,4.08,4.64,57.22,71.421,231,10,2610.8,2,50,55.18,-0.107,1.5,,
Brett Drewitt (2017),168.4,286.4,"31' 1""",477,29.36,3.32,"34' 6""",95,"70' 8""",75.56,"184,388",2.77,3.06,114.35,4.06,4.84,60.73,72.13,176,2,2703.5,,50,59.23,-1.035,1.473,,
Brian Davis (2015),157.1,275.5,"33' 9""",246,28.51,3.27,"35' 10""",387,"76' 0""",72.15,"656,534",2.77,3.09,105.49,4.06,4.74,67.66,71.656,268,6,2490.2,2,54.14,60.68,-0.512,1.489,,
Brian Davis (2016),,,,,,,,23,,,"27,880",,,,,,,,,,,,,,,,,
Brian Davis (2018),,,,,,,,20,,,"60,851",,,,,,,,,,,,,,,,,
Brian Davis (2019),,,,,,,,8,,,"10,500",,,,,,,,,,,,,,,,,
Cameron Davis (2019),178.75,309,"33' 8""",117.8,29.25,3.93,"35' 11""",252,"74' 0""",76.67,"477,467",2.44,3.04,118.91,4.02,4.54,58.01,70.985,283,11,2864,,46.81,60.25,0.137,1.503,,
Cameron Percy (2015),166.44,290,"31' 10""",157.5,29.31,3.6,"35' 7""",361,"69' 3""",77.89,"575,943",2.74,3.03,112.04,4.03,4.66,60.31,71.039,252,8,2337.8,1,48.86,56.16,0.02,1.485,,
Cameron Tringale (2015,,,,,,,,816,,,,,,,,4.66,,,,,,,,,,,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2015),161.6,281.8,"35' 0""",288,29,3.45,"37' 2""",,"75' 11""",73.1,"1,837,164",2.65,3.03,108.67,4.06,,68.5,70.92,331,6,2721.9,3,53.47,62.09,0.369,1.487,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2016,,,,,,,,,,,,,,,4.06,,59.57,,,,,,,57.14,,,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2016),162.97,285.1,"34' 0""",198,29.13,3.62,"37' 2""",539,"73' 7""",78,"1,064,066",2.95,3.04,110.43,,4.65,,71.256,279,7,2656.2,1,48.57,,-0.024,1.476,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2017,,,,,,,"37' 7""",,,,,,,,,,,,,,,,,,,1.475,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2017),163.56,280.9,"33' 7""",249,28.9,3.47,,337,"73' 3""",73.29,"792,814",2.72,2.98,110.85,4.09,4.68,58.15,71.343,288,6,2614.8,3,52.94,58.83,-0.14,,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2018,164.84,,"32' 7""",,,,"37' 5""",,,,,,,,,,,,,,,,,,,1.481,USA,"Georgia Tech  (2009, Management)"
Cameron Tringale (2018),,289.3,,189,29.81,3.22,,88,"74' 9""",83.41,"179,459",2.76,3.09,111.28,4.11,4.71,51.99,72.146,203,6,2570.7,,52.81,55.24,-1.019,,USA,"Georgia Tech  (2009, Management)"
